date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:26:44	22208/22208	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jun%202022%2009:26:44%20GMT	http://localhost:81/0porcent0/tag/porto-pt/	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/tag/porto-pt/index.html	(from http://localhost:81/0porcent0/archive/)
10:30:10	1272189/1272189	---M--	200	added ('OK')	image/jpeg	etag:%2213697d-5df6e54935831%22	http://localhost:81/0porcent0/wp-content/uploads/2022/05/publicacao-conversa46.jpg	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/uploads/2022/05/publicacao-conversa46.jpg	(from http://localhost:81/0porcent0/archive/)
10:33:49	475202/475202	---M--	200	added ('OK')	image/jpeg	etag:%2274042-5df6e52516dad%22	http://localhost:81/0porcent0/wp-content/uploads/2022/05/conversa-2030.jpeg	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/uploads/2022/05/conversa-2030.jpg	(from http://localhost:81/0porcent0/archive/)
10:48:41	2023189/2023189	---M--	200	added ('OK')	image/jpeg	etag:%221edf15-5df6e5094466f%22	http://localhost:81/0porcent0/wp-content/uploads/2022/05/publicacao-conversa2-01-01.jpg	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/uploads/2022/05/publicacao-conversa2-01-01.jpg	(from http://localhost:81/0porcent0/archive/)
10:48:42	23633/23633	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jun%202022%2009:48:41%20GMT	http://localhost:81/0porcent0/tag/online/	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/tag/online/index.html	(from http://localhost:81/0porcent0/archive/)
10:51:45	1128189/1128189	---M--	200	added ('OK')	image/jpeg	etag:%221136fd-5df6e511fd601%22	http://localhost:81/0porcent0/wp-content/uploads/2022/05/publicacao-conversa2.jpg	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/uploads/2022/05/publicacao-conversa2.jpg	(from http://localhost:81/0porcent0/archive/)
10:52:51	406117/406117	---M--	200	added ('OK')	image/jpeg	etag:%2263265-5e26a87c23ffc%22	http://localhost:81/0porcent0/wp-content/uploads/2022/06/talk_2.jpg	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/uploads/2022/06/talk_2.jpg	(from http://localhost:81/0porcent0/archive/)
10:58:44	2182848/2182848	---M--	200	added ('OK')	image/jpeg	etag:%22214ec0-5df6e4ec2c42d%22	http://localhost:81/0porcent0/wp-content/uploads/2022/05/publicacao-apresentacao-01-01.jpg	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/uploads/2022/05/publicacao-apresentacao-01-01.jpg	(from http://localhost:81/0porcent0/archive/)
11:03:11	1651109/1651109	---M--	200	added ('OK')	image/jpeg	etag:%221931a5-5df829145f0c8%22	http://localhost:81/0porcent0/wp-content/uploads/2022/05/0-capa.jpg	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/uploads/2022/05/0-capa.jpg	(from http://localhost:81/0porcent0/archive/)
11:04:08	350910/350910	---M--	200	added ('OK')	image/jpeg	etag:%2255abe-5e26a8a33235f%22	http://localhost:81/0porcent0/wp-content/uploads/2022/06/talk_1.jpg	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/uploads/2022/06/talk_1.jpg	(from http://localhost:81/0porcent0/archive/)
11:05:47	611327/611327	---M--	200	added ('OK')	image/png	etag:%22953ff-5e26a89cefdfe%22	http://localhost:81/0porcent0/wp-content/uploads/2022/06/talk_12.png	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/uploads/2022/06/talk_12.png	(from http://localhost:81/0porcent0/archive/)
11:05:54	21671/21671	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jun%202022%2010:05:48%20GMT	http://localhost:81/0porcent0/category/zines/	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/category/zines/index.html	(from http://localhost:81/0porcent0/archive/)
11:37:12	1930719/1930719	---M--	200	added ('OK')	image/png	etag:%221d75df-5df827563c887%22	http://localhost:81/0porcent0/wp-content/uploads/2022/05/zine-0-5.png	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/uploads/2022/05/zine-0-5.png	(from http://localhost:81/0porcent0/archive/)
12:01:57	1626706/1626706	---M--	200	added ('OK')	image/png	etag:%2218d252-5df8279f8ad1a%22	http://localhost:81/0porcent0/wp-content/uploads/2022/05/zine-0-3.png	C:/Users/Utilizador/Desktop/0porcent0_static_01-07/localhost_81/0porcent0/wp-content/uploads/2022/05/zine-0-3.png	(from http://localhost:81/0porcent0/archive/)
